0.000000000000000000e+00	1.227832927703857422e+03
5.548619780829518958e-04	4.811619962074184400e+02
1.109723956165903792e-03	2.105091760591365642e+02
1.664585934248855687e-03	3.406177545099815802e+02
2.219447912331807583e-03	4.380620833061365715e+01
2.774309890414759262e-03	7.805160755401489325e+01
3.329171868497711375e-03	1.092652797663793791e+02
3.884033846580663488e-03	1.006956238371283376e+02
4.438895824663615167e-03	7.282185464758553906e+01
4.993757802746566846e-03	3.216429624821857658e+01
5.548619780829518525e-03	2.328779493724233518e+01
6.103481758912471071e-03	3.301910567348797088e+01
6.658343736995422750e-03	6.003119041811213208e+01
7.213205715078374429e-03	5.074244183937500452e+01
7.768067693161326975e-03	3.508611657031621434e+01
8.322929671244278654e-03	1.342371006400362532e+01
8.877791649327230333e-03	2.105977631305808373e+01
9.432653627410182012e-03	4.003633765256158483e+01
9.987515605493133691e-03	3.524231865710005707e+01
1.054237758357608537e-02	1.999171158702382201e+01
1.109723956165903705e-02	8.185524797244866591e+00
1.165210153974199046e-02	1.669184103482474768e+01
1.220696351782494214e-02	3.206492292132683986e+01
1.276182549590789382e-02	1.660535326631476494e+01
1.331668747399084550e-02	1.990191047032563887e+01
1.387154945207379718e-02	2.261192004053548743e+01
1.442641143015674886e-02	1.773884074066325311e+01
1.498127340823970054e-02	5.398905876925980785e+00
1.553613538632265395e-02	2.107632658543680293e+01
1.609099736440560563e-02	2.282269734071082823e+01
1.664585934248855731e-02	3.747526998095978001e+01
1.720072132057150899e-02	8.937925776548004464e+00
1.775558329865446067e-02	6.426163297772876426e+00
1.831044527673741235e-02	1.188564344702537845e+01
1.886530725482036402e-02	2.090441731567392836e+01
1.942016923290331570e-02	1.180893933087532233e+01
1.997503121098626738e-02	1.149310895524806853e+01
2.052989318906921906e-02	1.075358579990289520e+01
2.108475516715217074e-02	1.004771297513657302e+01
2.163961714523512242e-02	1.197456718985096025e+01
2.219447912331807410e-02	1.158118679102182291e+01
2.274934110140102925e-02	9.796738168689200776e+00
2.330420307948398093e-02	9.919493119197420938e+00
2.385906505756693261e-02	1.009044135054912239e+01
2.441392703564988428e-02	1.076660284888791885e+01
2.496878901373283596e-02	1.095799058252920055e+01
2.552365099181578764e-02	5.056287890074488978e+00
2.607851296989873932e-02	6.717305307254694213e+00
2.663337494798169100e-02	7.945142235708495981e+00
2.718823692606464268e-02	8.259521017350182959e+00
2.774309890414759436e-02	7.819020861607561379e+00
2.829796088223054604e-02	7.989037517192598692e+00
2.885282286031349772e-02	8.166906038842796534e+00
2.940768483839644939e-02	8.386837774974040371e+00
2.996254681647940107e-02	6.912916657967405953e+00
3.051740879456235275e-02	7.528215267596467974e+00
3.107227077264530790e-02	7.415192284080158736e+00
3.162713275072825958e-02	8.156755007321642381e+00
3.218199472881121126e-02	8.428062557234399677e+00
3.273685670689416294e-02	8.202135485045214836e+00
3.329171868497711462e-02	8.102175777652515620e+00
3.384658066306006630e-02	6.663025177439377167e+00
3.440144264114301798e-02	6.864073614666900802e+00
3.495630461922596965e-02	7.132605203642357061e+00
3.551116659730892133e-02	7.033874115899787505e+00
3.606602857539187301e-02	7.239346373285808767e+00
3.662089055347482469e-02	6.912168548387718658e+00
3.717575253155777637e-02	7.133839930625462955e+00
3.773061450964072805e-02	7.515497359946533784e+00
3.828547648772367973e-02	4.174969656460429945e+00
3.884033846580663141e-02	4.923866416973043059e+00
3.939520044388958309e-02	6.045796435058081286e+00
3.995006242197253477e-02	5.361626308352221315e+00
4.050492440005548644e-02	5.365680041498369413e+00
4.105978637813843812e-02	5.263450063118268574e+00
4.161464835622138980e-02	6.022552768886600738e+00
4.216951033430434148e-02	5.624286411302427346e+00
4.272437231238729316e-02	4.647814780401287926e+00
4.327923429047024484e-02	5.414113939938994591e+00
4.383409626855319652e-02	5.164035634270756070e+00
4.438895824663614820e-02	6.119394236708566304e+00
4.494382022471910682e-02	6.056231383649115507e+00
4.549868220280205849e-02	5.711201462533645135e+00
4.605354418088501017e-02	6.031913779074196569e+00
4.660840615896796185e-02	4.852181496683818374e+00
4.716326813705091353e-02	5.244637206650762273e+00
4.771813011513386521e-02	5.600314310955826436e+00
4.827299209321681689e-02	5.247198198354612764e+00
4.882785407129976857e-02	4.959834935226683506e+00
4.938271604938272025e-02	4.960338764266844613e+00
4.993757802746567193e-02	5.343872637774009782e+00
5.049244000554862360e-02	6.237521017970983017e+00
5.104730198363157528e-02	3.626818143661684868e+00
5.160216396171452696e-02	3.938069979867144799e+00
5.215702593979747864e-02	4.371712705321550985e+00
5.271188791788043032e-02	4.015233383576702231e+00
5.326674989596338200e-02	4.174959154550458962e+00
5.382161187404633368e-02	4.407763754095492814e+00
5.437647385212928536e-02	4.574792494563611811e+00
